company_id,Company_Name,Founded,Type_of_ownership,Size_employee,Industry_id
1651,Sawdey Solution Services Inc,2001,Company - Public,500,38
1652,Optum,-1,Company - Public,1000,2
1653,American Strategic Insurance,1997,Subsidiary or Business Segment,5000,20
1654,R&K Enterprise Solutions,-1,Contract,500,16
1655,TRAX International,-1,Company - Private,500,18
1656,VATC,-1,Company - Public,200,19
1657,Sentar Inc,1990,Company - Private,500,38
1658,Vatc,-1,Company - Public,200,19
1659,The Garrett Group,-1,Company - Private,200,27
1660,Urner Barry,-1,Company - Private,,30
1661,Global Data Management,2008,Company - Private,200,15
1662,EXL,1999,Company - Public,10000,19
1663,IEEE,1963,Nonprofit Organization,5000,98
1664,E*TRADE Financial,1982,Company - Public,5000,6
1665,J&J Family of Companies,1887,Company - Public,10000,29
1666,Vertigon Consulting,-1,Company - Private,50,19
1667,Johnson & Johnson Family of Companies,-1,Company - Private,200,14
1668,"Messer North America, Inc.",-1,Company - Private,10000,62
1669,Inspira Health Network,1899,Hospital,10000,2
1670,Messer North America,1898,Company - Private,10000,46
1671,State of Wisconsin,1848,Government,10000,74
1672,Cyclomedia Technology Inc,-1,Company - Private,200,14
1673,"Digitek Software, Inc.",-1,Company - Private,,11
1674,Landmark Services Cooperative,1933,Other Organization,500,94
1675,Sundial Software,1996,Company - Private,50,15
1676,"Xylo Technologies, Inc.",2000,Company - Private,200,15
1677,KE Staffing,-1,Company - Private,50,14
1678,Institute for Community Alliances,-1,Nonprofit Organization,200,15
1679,Intervarsity,1941,Nonprofit Organization,5000,23
1680,TDS Telecommunications,1969,Subsidiary or Business Segment,5000,81
1681,Telephone & Data Systems,1969,Company - Public,10000,43
1682,Alliant Energy,1917,Company - Public,5000,34
1683,MID Healthcare,-1,Company - Private,,14
1684,Prime Healthcare,2001,Company - Private,10000,2
1685,M&T Bank,1856,Company - Public,10000,10
1686,Western New York Urology Associates,-1,Private Practice / Firm,50,14
1687,Hanesbrands,2005,Company - Public,10000,35
1688,Hanes Brands,2005,Company - Public,10000,35
1689,Wake Forest Baptist Medical Center,1902,Hospital,10000,2
1690,Enterprise Integration,1998,Company - Private,200,15
1691,Maestro Technologies,2003,Company - Private,200,15
1692,Jane Street,2000,Company - Private,1000,4
1693,Oscar Health,2012,Company - Private,5000,73
1694,Teza Technologies,2009,Company - Private,200,72
1695,Conductor,2010,Company - Private,500,3
1696,7Park Data,2012,Company - Private,200,5
1697,Veeva Systems,2007,Company - Public,5000,24
1698,CEF Solutions Inc.,-1,Company - Public,50,14
1699,OpenSlate,2012,Company - Private,200,30
1700,PA Consulting,1943,Company - Private,5000,19
1701,Aetna,1853,Company - Public,10000,20
1702,Colgate-Palmolive,1806,Company - Public,10000,35
1703,PepsiCo,1965,Company - Public,10000,40
1704,Medidata Solutions,1999,Company - Public,5000,24
1705,DoubleVerify,2008,Company - Private,500,3
1706,MayStreet,2012,Company - Private,50,72
1707,Arrow Fastener,1929,Company - Private,500,35
1708,AVANADE,2000,Company - Private,10000,15
1709,Point72,2014,Company - Private,5000,4
1710,Sirius XM,1990,Company - Public,5000,90
1711,Vimeo,2004,Subsidiary or Business Segment,1000,3
1712,Balyasny Asset Management,2001,Company - Private,1000,4
1713,Teachers Pay Teachers,2006,Company - Private,200,3
1714,Millennium,1989,Company - Private,5000,4
1715,Elevano,2009,Company - Private,50,12
1716,Spotify,2006,Company - Public,5000,3
1717,Affirm,2012,Company - Private,1000,9
1718,Nasdaq,1971,Company - Public,5000,76
1719,Addepar,2009,Company - Private,500,24
1720,"Pandora Media, Inc.",2000,Company - Public,5000,90
1721,FourSquare,2009,Company - Private,500,3
1722,Getty Images,1995,Company - Private,5000,99
1723,PlaceIQ,2010,Company - Private,200,11
1724,Nokia,1865,Company - Public,10000,43
1725,Memorial Sloan-Kettering,1884,Nonprofit Organization,10000,2
1726,Red Balloon Security,2011,Company - Private,50,11
1727,Jun Group Productions LLC,2005,Company - Private,200,3
1728,ingenium.agency,2016,Company - Private,50,12
1729,Ring,2012,Company - Private,5000,11
1730,Spokeo,2006,Company - Private,200,3
1731,Internap Network Services,1996,Company - Public,1000,3
1732,Hyperloop Transportation Technologies,2013,Company - Private,1000,49
1733,DRINKS,2013,Company - Private,200,61
1734,Exponent,1967,Company - Public,5000,19
1735,mGage,2002,Company - Private,500,24
1736,Signal Sciences,2014,Company - Private,200,24
1737,Vertical Mass,-1,Unknown,50,14
1738,Foursquare,2009,Company - Private,500,3
1739,Greenlots,2008,Company - Private,200,31
1740,Wpromote,2001,Company - Private,500,8
1741,China Unicom,2000,Company - Public,10000,43
1742,Socalgas,1929,Subsidiary or Business Segment,10000,34
1743,Aviana Global Technologies,1994,Company - Private,50,15
1744,Dollar Shave Club,2011,Company - Private,500,78
1745,Nasa Jet Propulsion Laboratory,1936,Nonprofit Organization,10000,16
1746,Lab126,2004,Subsidiary or Business Segment,5000,11
1747,DineEquity,2007,Company - Public,1000,79
1748,LegalZoom,2001,Company - Private,1000,3
1749,Bambee,2016,Company - Private,200,7
1750,Unilever,1872,Company - Public,10000,35
1751,GoGuardian,2014,Company - Private,200,48
1752,Taboola,2007,Company - Private,5000,8
1753,Medtronic Inc.,1949,Company - Public,10000,29
1754,Acorns,-1,Company - Private,500,6
1755,NeuroLogica,2004,Company - Private,200,56
1756,American Public Media,-1,Nonprofit Organization,50,90
1757,Honey,2012,Subsidiary or Business Segment,500,3
1758,"ENSCO, Inc.",1969,Company - Private,1000,38
1759,KPMG,1987,Subsidiary or Business Segment,10000,18
1760,Woz U,2017,Company - Private,200,70
1761,Riot Games,2006,Company - Private,5000,25
1762,Larsen & Toubro Infotech Ltd.,1997,Company - Public,10000,15
1763,WAVSYS,-1,Company - Private,500,12
1764,Retention Science,2013,Company - Private,200,24
1765,Bird,2017,Company - Private,1000,11
1766,"VDart, Inc.",2007,Company - Private,5000,15
1767,Thales,2000,Company - Public,10000,38
1768,Boulevard,2016,Company - Private,50,24
1769,Beyond Limits,2014,Company - Private,200,5
1770,NEXT Trucking,2015,Company - Private,200,60
1771,NortonLifeLock,2019,Company - Public,5000,3
1772,Age of Learning,2007,Company - Private,1000,48
1773,Solekai Systems Corp,2002,Company - Private,50,11
1774,ProSearch Strategies,-1,Company - Private,50,18
1775,Clever Devices,1987,Company - Private,1000,11
1776,SteelHouse,2009,Company - Private,200,8
1777,Bobrick Washroom Equipment,1906,Company - Private,1000,50
1778,Cornerstone OnDemand,1999,Company - Public,5000,24
1779,Cadre Inc,-1,Company - Private,50,14
1780,Applied Intuition,-1,Company - Public,50,14
1781,Relativity,2001,Company - Private,5000,24
1782,The Climate Corporation,2006,Subsidiary or Business Segment,1000,24
1783,Sterling Trading Tech,-1,Company - Private,200,24
1784,Centro,2001,Company - Private,1000,3
1785,VillageMD,2013,Company - Private,5000,2
1786,Structured Communication Systems,1992,Company - Private,200,15
1787,Kin + Carta,2001,Company - Public,5000,19
1788,Akuna Capital,2011,Company - Private,500,72
1789,Numerator,2004,Company - Private,5000,15
1790,Integral Ad Science,2009,Company - Private,1000,3
1791,IMC Financial Markets,1989,Company - Private,1000,76
1792,Jump Trading,1999,Company - Private,1000,4
1793,Group O,1974,Company - Private,5000,12
1794,All Campus,2012,Company - Private,200,23
1795,Ocient,-1,Company - Private,50,14
1796,Kazoo,2013,Company - Private,200,11
1797,Morningstar,1984,Company - Public,10000,72
1798,Reverb,2013,Company - Public,200,32
1799,Strata Decision Technology,1996,Subsidiary or Business Segment,500,11
1800,Crescent Electric Supply,1919,Company - Private,5000,58
1801,New Relic,2008,Company - Public,5000,11
1802,"Netrix, LLC",1989,Company - Private,500,15
1803,Myticas Consulting,-1,Company - Private,50,15
1804,Maven Wave Partners,2008,Company - Private,500,19
1805,Thrivent,1902,Nonprofit Organization,10000,20
1806,PayPal,1998,Company - Public,10000,3
1807,Couchbase,2011,Company - Private,500,11
1808,ServiceNow,2004,Company - Public,10000,24
1809,Donnelley Financial Solutions,2016,Company - Public,5000,15
1810,American Family Insurance,1927,Company - Private,10000,20
1811,Uline,1980,Company - Private,10000,58
1812,Yello,2008,Company - Private,200,24
1813,Collective Health,2013,Company - Private,500,24
1814,Connect Search LLC,2012,Company - Private,200,12
1815,QuantumBlack,2009,Company - Private,1000,19
1816,Kershner Trading Group,-1,Company - Private,200,4
1817,Unravel Data,2013,Company - Private,200,24
1818,Edgilent Corp.,2015,Subsidiary or Business Segment,50,15
1819,NorthBay Solutions,2011,Company - Private,500,15
1820,4C Insights,2011,Company - Private,500,8
1821,Photon Infotech,1999,Company - Private,5000,15
1822,Corptax,1974,Company - Private,500,24
1823,Federal Reserve Bank of Chicago,1914,Government,5000,16
1824,"Emtec, Inc.",1995,Company - Private,1000,24
1825,KeyBank National Association,1849,Company - Public,10000,10
1826,Foot Locker,1974,Company - Public,10000,47
1827,Guaranteed Rate,2000,Company - Private,10000,9
1828,"RGM Advisors, LLC",1992,Company - Private,5000,4
1829,American Access Casualty Company,1999,Company - Private,500,20
1830,Gambit Technologies,2004,Company - Private,50,12
1831,K-Tek Resourcing LLC,2006,Company - Private,500,15
1832,Reyes Beer Division,1976,Company - Private,5000,58
1833,Pinterest,2010,Company - Public,5000,3
1834,"Collinwood Technology Partners, LLC",2014,Company - Private,200,15
1835,Civis Analytics,2013,Company - Private,200,24
1836,Avtech solutions,-1,Company - Private,50,14
1837,Martin-Brower,1956,Subsidiary or Business Segment,10000,58
1838,Avaap,2006,Company - Private,1000,15
1839,Clearcover,2016,Company - Private,200,20
1840,PeopleReady,1989,Subsidiary or Business Segment,10000,12
1841,Grind (TX),2016,Company - Private,50,35
1842,Trendminer,2006,Company - Public,200,11
1843,"alliantgroup, LP",2001,Company - Private,1000,19
1844,Venterra Realty,2001,Company - Private,1000,44
1845,"Lockwood, Andrews, & Newnam",1935,Company - Private,500,39
1846,Trio Electric,2003,Company - Private,500,53
1847,Alliant Group,-1,Company - Private,1000,4
1848,Houston Methodist,1919,Nonprofit Organization,10000,2
1849,Halliburton,1919,Company - Public,10000,62
1850,"Computex, Inc.",1987,Company - Private,200,15
1851,Air Products,1940,Company - Public,10000,46
1852,Tachyus,2014,Company - Private,50,62
1853,Competentia Holding,-1,Company - Private,1000,14
1854,HashMap*,-1,Company - Private,50,14
1855,McDermott,1923,Company - Public,10000,31
1856,Applied Optoelectronics,1997,Company - Public,5000,97
1857,Reliant Vision Group,-1,Company - Private,200,14
1858,Aequor Technologies Inc,1998,Company - Private,500,15
1859,TC Energy,1951,Company - Public,10000,62
1860,Blue Ocean Ventures,-1,Company - Private,200,12
1861,CIA,1947,Government,,16
1862,"Infogium Technologies, LLC",-1,Company - Private,50,14
1863,Wise Men Consultants,1997,Company - Private,1000,15
1864,Rice University,1912,College / University,5000,23
1865,Source One Technical Solutions,2003,Company - Private,500,12
1866,"Lonza, Inc.",1897,Company - Public,10000,29
1867,"KnightHawk Engineering, Inc.",-1,Company - Private,50,19
1868,RightWorks Inc,2008,Company - Private,200,12
1869,TEAM International,1991,Company - Private,500,15
1870,Enhance IT,-1,Company - Private,200,14
1871,C3.ai,2009,Company - Private,500,24
1872,Delphi-US,-1,Company - Private,50,12
1873,"VMware, Inc.",1998,Company - Public,10000,11
1874,The Fountain Group,2001,Company - Private,5000,12
1875,NERI,1989,Company - Private,50,44
1876,Scality,2009,Company - Private,500,11
1877,Sparx Engineering,2005,Company - Private,50,5
1878,Mashpoint,2012,Company - Private,200,15
1879,Tavant,2000,Company - Private,5000,24
1880,LyondellBasell,2007,Company - Public,10000,46
1881,Discover,1985,Company - Public,10000,51
1882,Transystems,1966,Company - Private,1000,39
1883,BCS Data Center Operations,-1,Company - Private,50,14
1884,SHI International,1989,Company - Private,5000,11
1885,PREDICTif Solutions,-1,Company - Private,10000,18
1886,McKinstry,1960,Company - Private,5000,53
1887,Kimmel & Associates,1981,Company - Private,200,8
1888,ENGIE,2008,Company - Public,10000,31
1889,Purity Technology LLC,-1,Company - Private,50,14
1890,iSphere,2000,Company - Private,200,15
1891,Bergaila,1987,Company - Private,500,62
1892,G.A.S. Global,1970,Company - Private,10000,19
1893,Analysts International,1966,Company - Public,1000,15
1894,Engineering Research,1993,Company - Private,500,7
1895,SAIPSIT,-1,Company - Private,50,8
1896,"GeoControl Systems, Inc.",-1,Company - Private,50,18
1897,"Aerodyne Industries, Inc.",-1,Contract,200,38
1898,AIT Resource Group,-1,Company - Private,50,15
1899,"Jacobs Engineering Group, Inc.",1947,Company - Public,10000,39
1900,Klanik Consulting,2011,Private Practice / Firm,500,19
1901,Ascend Performance Materials,2009,Company - Private,5000,46
1902,exp.,1906,Company - Private,5000,39
1903,Andiamo,-1,Company - Private,500,79
1904,Apache Corporation,1954,Company - Public,5000,100
1905,Wood PLC,-1,Company - Private,,14
1906,LivaNova,2015,Company - Public,5000,29
1907,ExterNetworks Inc.,2001,Company - Private,500,15
1908,Stress Engineering Services,1972,Private Practice / Firm,200,39
1909,ACS Solutions,1998,Company - Private,10000,15
1910,"E-Solutions, Inc.",2003,Company - Private,5000,12
1911,ObjectWin Technology Inc,1997,Company - Private,200,15
1912,USAA,1922,Company - Private,10000,20
1913,InEight,1989,Subsidiary or Business Segment,1000,11
1914,Nikola Motor Company,2014,Company - Public,500,91
1915,Digital Air Strike,2010,Company - Private,200,11
1916,Civtech Inc.,2002,Company - Private,50,49
1917,Discount Tire,1960,Company - Private,10000,45
1918,Schwab,-1,Company - Public,,14
1919,Shutterfly,1999,Company - Private,5000,3
1920,Modis,1994,Subsidiary or Business Segment,10000,12
1921,Hawaiian Airlines,1929,Company - Public,10000,93
1922,DOWL,1962,Company - Private,500,39
1923,Clairvoyant,2012,Company - Private,1000,15
1924,Nationwide,1925,Company - Private,10000,14
1925,Metasys Technologies,2000,Company - Private,500,12
1926,IntraEdge,2002,Company - Private,1000,15
1927,Very Good Security,2015,Private Practice / Firm,200,11
1928,Sysmind LLC,1999,Company - Private,200,24
1929,Juniper Networks,1996,Company - Public,10000,43
1930,"Allstate Insurance - 1202 Irving, TX",1931,Company - Public,10000,73
1931,Enexus Global,-1,Company - Private,200,14
1932,Nextiva,2006,Company - Private,5000,24
1933,Intel,1968,Company - Public,10000,11
1934,Silicon Valley Bank,1983,Company - Public,5000,10
1935,Apex 2000,2000,Company - Private,50,11
1936,VentureSoft Global,1996,Company - Private,1000,15
1937,"Airetel Staffing, Inc",2000,Company - Private,50,12
1938,Sendoso,2016,Company - Private,500,24
1939,Intel Corporation,1968,Company - Public,10000,11
1940,Global Force USA,-1,Company - Private,50,18
1941,Choice Hotels,1939,Company - Public,5000,85
1942,Humana,1961,Company - Public,10000,20
1943,Foresight Intelligence,2008,Company - Private,50,11
1944,Truckstop.com,1995,Company - Private,1000,60
1945,SunSoft Online,2006,Company - Private,50,19
1946,Fox Corporation,2019,Company - Public,10000,17
1947,Tahzoo,2010,Company - Private,200,8
1948,Red River,1995,Company - Private,1000,15
1949,Health Union,2009,Company - Private,200,30
1950,"Efficient IP, Inc.",2004,Company - Private,200,11
1951,Crane Payment Innovations,2013,Subsidiary or Business Segment,5000,64
1952,Aegis Project Controls,2006,Company - Private,200,53
1953,Cozen O Connor,1970,Company - Private,5000,101
1954,"Daman, Inc.",-1,Company - Private,50,14
1955,In-Depth Engineering Corporation,-1,Government,200,14
1956,De Lage Landen,1969,Company - Private,10000,4
1957,Talend,2006,Company - Public,5000,11
1958,HYDE ENGINEERING + CONSULTING,1993,Company - Private,500,29
1959,Federal Reserve Bank of Philadelphia,1914,Company - Private,1000,51
1960,WalkerHealthcareIT,2007,Company - Private,200,12
1961,TapRecruit,-1,Unknown,50,14
1962,TekTree,-1,Company - Private,50,21
1963,Amerihealth,1997,Subsidiary or Business Segment,10000,20
1964,"Becker Technical Staffing, Inc.",-1,Company - Private,50,12
1965,"Queen Consulting Group, Inc.",-1,Unknown,200,14
1966,GSK,1830,Company - Public,10000,29
1967,AETEA Information Technology Inc,2004,Company - Private,500,15
1968,"MetaSense, Inc.",1999,Company - Private,50,15
1969,FreedomPay,2000,Company - Private,200,24
1970,Susquehanna International Group,1987,Company - Private,5000,76
1971,Tata Elxsi,-1,Company - Public,5000,24
1972,"Digital Intelligence Systems, LLC",1994,Company - Private,5000,15
1973,Tata Elxsi Limited,-1,Company - Public,5000,24
1974,Listrak,1999,Company - Private,500,11
1975,O3 World,2005,Company - Private,200,8
1976,"VSE, Inc.",-1,Company - Private,50,81
1977,ISGIT,-1,Company - Private,200,15
1978,OPEX Corporation,1975,Company - Private,5000,36
1979,Jconnect Infotech Inc,-1,Company - Private,500,14
1980,HealthVerity,2014,Company - Private,200,24
1981,Enverus,1999,Company - Private,5000,31
1982,"Pyramid Consulting, Inc.",1996,Company - Private,5000,11
1983,nfolks,-1,Company - Private,50,8
1984,White Label Communications LLC,2011,Company - Private,50,43
1985,Capax Global,1998,Subsidiary or Business Segment,200,15
1986,"1819, LLC",-1,Company - Private,50,14
1987,AMERICAN SYSTEMS,1975,Company - Private,5000,15
1988,PPD,1985,Company - Public,10000,29
1989,IT Pros,2011,Company - Private,50,12
1990,The Meet Group,-1,Company - Public,200,3
1991,"Brinjac Engineering, Inc.",1968,Company - Private,200,14
1992,ORS Partners,2012,Company - Private,200,12
1993,"Turnberry Solutions, Inc",2001,Company - Private,1000,15
1994,Wodify,2012,Company - Private,200,11
1995,"Genuent Global, LLC",2006,Company - Private,500,12
1996,"ITMC Systems, LLC",-1,Company - Private,50,14
1997,Tiger Analytics,2011,Company - Private,500,19
1998,Wambi,2016,Other Organization,50,2
1999,Ettain Group,1996,Company - Private,5000,12
2000,AmeriHealth Caritas,1983,Company - Private,10000,20
2001,EY,1989,Company - Private,10000,18
2002,JLA,1973,Company - Private,1000,34
2003,ManTech International Corporation,1968,Company - Public,10000,5
2004,Southwest Research Institute,1947,Nonprofit Organization,5000,5
2005,Noblis,1996,Nonprofit Organization,5000,19
2006,Aviat Networks,2007,Company - Public,1000,43
2007,OptumCare,-1,Company - Public,1000,2
2008,Futurex,1981,Company - Private,200,11
2009,"LJA Engineering, Inc.",1997,Company - Private,5000,39
2010,B.E.A.T.,2008,Company - Private,200,24
2011,B E A T LLC,-1,Company - Private,50,43
2012,Frontier Technology Inc.,1985,Company - Private,500,38
2013,Ecsion,-1,Company - Private,50,11
2014,Valero,1980,Company - Public,10000,31
2015,Marathon Petroleum Corporation,1887,Company - Public,10000,100
2016,Rackspace,1998,Company - Private,10000,15
2017,ELEVI Associates,2002,Company - Private,50,12
2018,Wastequip,1989,Company - Private,5000,36
2019,Rx Technology,-1,Company - Private,50,14
2020,Johnson Controls,1885,Company - Public,10000,36
2021,Department of Defense,-1,Government,10000,16
2022,HCL Technologies Ltd.,1991,Company - Public,10000,11
2023,HCL Technologies,1991,Company - Public,10000,11
2024,Flow Data,1997,Company - Private,50,62
2025,Security Service Federal Credit Union,1956,Nonprofit Organization,5000,10
2026,Valero Energy Corporation,1980,Company - Public,10000,31
2027,"CONSOR Engineers, LLC",-1,Company - Private,1000,49
2028,Harland Clarke,1874,Subsidiary or Business Segment,5000,8
2029,U.S. Air Force,1947,Government,10000,16
2030,SST Truck Company,1902,Company - Public,10000,91
2031,Wits Solutions,-1,Company - Public,500,12
2032,Mei Inc,1992,Company - Private,500,38
2033,Dizzion,2011,Company - Private,50,15
2034,Accenture,1989,Company - Public,10000,19
2035,Scaleworks,2016,Company - Private,50,11
2036,"Tetra Tech, Inc.",1966,Company - Public,10000,39
2037,CDW,1984,Company - Public,10000,15
2038,ManTech,1968,Company - Public,10000,5
2039,Elbit Systems of America,-1,Subsidiary or Business Segment,5000,38
2040,Constellation Brands,1945,Company - Public,10000,40
2041,CloudWave,-1,Company - Private,200,15
2042,CNF Technologies,-1,Company - Private,50,14
2043,iHeartMedia,1972,Company - Public,10000,90
2044,Applied Research Solutions,2012,Contract,500,38
2045,Deeproot,-1,Company - Private,,11
2046,Novetta,2012,Company - Private,1000,24
2047,Prudent Technology,-1,Company - Private,50,24
2048,Bitdefender,2001,Company - Private,5000,11
2049,NetImpact Strategies,2009,Company - Private,500,19
2050,University of Texas at San Antonio,1969,College / University,5000,23
2051,WellAware,-1,Company - Private,200,14
2052,TuSimple,2015,Company - Private,500,11
2053,Alion,2001,Company - Private,5000,5
2054,IDEA Public Schools,2000,School / School District,5000,48
2055,"Pyramid Consulting, Inc",1996,Company - Private,5000,11
2056,Webber,-1,Company - Private,5000,53
2057,International Trucks,1987,Subsidiary or Business Segment,5000,91
2058,Liquid Web,1997,Company - Private,1000,24
2059,Southwest Research Institute Inc.,1947,Nonprofit Organization,5000,5
2060,Garver,1919,Private Practice / Firm,1000,39
2061,JLL,-1,Company - Public,10000,44
2062,AECOM,1990,Company - Public,10000,39
2063,"BB&E, Inc.",-1,Company - Public,10000,10
2064,General Dynamics Mission Systems,1952,Subsidiary or Business Segment,10000,38
2065,Maania Consultancy Services,-1,Company - Private,50,14
2066,North American Development Bank,-1,Company - Public,200,16
2067,Terracon,1965,Company - Private,5000,39
2068,pSemi,1990,Company - Private,1000,64
2069,Shield AI,2015,Company - Private,200,11
2070,Qualcomm Incorporated,1985,Company - Public,10000,11
2071,Kareo Inc,2004,Company - Private,1000,11
2072,"TrellisWare Technologies, Inc",2000,Company - Private,200,43
2073,Quartus Engineering,1997,Company - Private,200,39
2074,Poseida Therapeutics,2015,Company - Private,200,29
2075,Commercial Energy,1997,Company - Private,50,34
2076,"CliniComp, Intl.",1983,Company - Private,200,11
2077,Tealium,2008,Company - Private,500,11
2078,"Kitu Systems, Inc.",2009,Company - Private,50,24
2079,Progenity,2011,Company - Private,1000,29
2080,Wondersign,2007,Company - Private,50,8
2081,Verimatrix,2000,Company - Private,500,11
2082,General Atomics,1955,Company - Private,10000,38
2083,Axos Bank,2000,Company - Public,5000,10
2084,ResMed,1989,Company - Public,10000,29
2085,IDC Technologies,2003,Company - Private,5000,15
2086,Daybreak Games,2015,Company - Private,500,25
2087,VLink Inc.,2006,Company - Private,500,15
2088,PRA Health Sciences,1976,Company - Public,10000,29
2089,MITRE,1958,Nonprofit Organization,10000,16
2090,Dexcom,1999,Company - Public,5000,29
2091,Jack Henry,1976,Company - Public,10000,10
2092,Housecall Pro,2013,Company - Private,200,11
2093,"Verticalmove, Inc.",-1,Company - Private,50,8
2094,Epsilon,1969,Subsidiary or Business Segment,10000,8
2095,Sorrento Therapeutics,-1,Unknown,200,14
2096,"TEKsystems, Inc",1983,Subsidiary or Business Segment,5000,12
2097,Truvian Sciences,2015,Company - Private,50,29
2098,Whova,-1,Company - Private,50,14
2099,Doctible,2013,Company - Private,200,2
2100,Sendlane,-1,Company - Private,50,11
2101,L3Harris,2019,Company - Public,10000,38
2102,Scientific Research Corporation,1988,Company - Private,5000,15
2103,"Murata Electronics North America, Inc.",1973,Subsidiary or Business Segment,5000,64
2104,Cubic,1951,Company - Public,10000,38
2105,Dynam.AI,1952,Company - Public,10000,38
2106,Mount Indie,-1,Unknown,50,14
2107,ICW Group,1972,Company - Private,1000,20
2108,Ansaldo STS,-1,Company - Public,5000,91
2109,Teradata Corporation,1979,Company - Public,10000,11
2110,Classy,2006,Company - Private,200,11
2111,ClickUp,2017,Company - Private,200,15
2112,Titanium Cobra Solutions,2010,Company - Public,50,38
2113,Holonis,2010,Company - Private,200,3
2114,SVK Technology Solutions,-1,Company - Public,,14
2115,Federal Reserve Bank of Dallas,1914,Company - Public,5000,10
2116,Avantax Wealth Management,1983,Company - Public,1000,6
2117,Axxess,2007,Company - Private,500,15
2118,Daugherty Business Solutions,1985,Company - Private,5000,15
2119,Collinwood Technology Partners,2014,Company - Private,200,15
2120,cxLoyalty,1981,Company - Private,5000,8
2121,JC Penney,1902,Company - Public,10000,47
2122,CyrusOne,2000,Company - Public,500,44
2123,PLUMMER,1978,Company - Private,200,39
2124,Omnitracs,1988,Company - Private,5000,11
2125,Spireon,2002,Company - Private,500,11
2126,VARIDESK,2013,Company - Private,500,32
2127,Capital One,1994,Company - Public,10000,10
2128,BICP,2009,Company - Private,50,15
2129,Allstate,1931,Company - Public,10000,73
2130,IMEG Corp,2015,Company - Private,5000,19
2131,Catapult Systems,1993,Company - Private,500,15
2132,Tachyon Technologies,2011,Company - Private,500,15
2133,Boston Consulting Group,1963,Company - Private,10000,19
2134,Dealersocket,2001,Company - Private,5000,11
2135,"TierPoint, LLC",2010,Company - Private,1000,15
2136,Whitley Penn,1983,Private Practice / Firm,1000,18
2137,Foresite Group,2003,Company - Private,200,39
2138,"cyberThink, Inc.",1996,Company - Private,500,15
2139,Imperva,2002,Company - Private,5000,11
2140,Company Page,-1,Company - Public,50,30
2141,OTSI,-1,Company - Private,50,14
2142,Thryv,-1,Company - Private,5000,8
2143,Caris Life Sciences,-1,Company - Private,500,5
2144,Digital Dhara,-1,Company - Private,50,14
2145,Tekstrom Inc,1999,Company - Private,50,15
2146,YOH,1940,Company - Private,5000,12
2147,"Onica, a Rackspace Company",2017,Company - Private,500,15
2148,"US Tech Solutions, Inc.",2000,Company - Private,5000,12
2149,"ZeniMax Media, Inc.",1999,Company - Private,500,25
2150,Lob,2013,Company - Private,50,11
2151,"Object Technology Solutions, Inc.",1999,Company - Private,200,15
2152,InfoWay Solutions LLC,-1,Company - Public,50,3
2153,"DIVERSANT, LLC",2005,Company - Private,5000,12
2154,FleishmanHillard,1946,Subsidiary or Business Segment,5000,8
2155,YASMESOFT INC,-1,Company - Private,50,15
2156,Eitacies,-1,Company - Private,50,11
2157,Lucid Technologies,-1,Company - Private,50,11
2158,TMS LLC,2011,Company - Private,200,2
2159,Intelliswift Software Inc,1998,Company - Private,500,12
2160,Jones Lange Lasalle Inc.,-1,Company - Public,10000,44
2161,HMS Holdings,1974,Company - Public,5000,2
2162,Samsung Research America,1988,Subsidiary or Business Segment,5000,11
2163,Y Media Labs,2009,Company - Private,500,11
2164,Clumio,2017,Company - Private,200,24
2165,Leia,2014,Company - Private,200,11
2166,NextNav,2007,Company - Private,200,24
2167,Alameda County Water District,1914,Government,500,34
2168,Baidu USA,2000,Company - Public,200,3
2169,Astreya,2001,Company - Private,5000,15
2170,Edelman Financial Engines,1986,Company - Private,5000,4
2171,Tredence,2013,Company - Private,1000,19
2172,Equinix,1998,Company - Public,10000,24
2173,Comet Group,1948,Company - Public,5000,64
2174,Absolute,1993,Company - Public,500,11
2175,Netskope,2012,Company - Private,1000,24
2176,Cisco Systems - Engineering - Software,1984,Company - Private,10000,11
2177,ooma,2004,Company - Public,500,97
2178,Tesla Motors,2003,Company - Public,10000,91
2179,Pluto7,2015,Company - Private,200,24
2180,Affinity Solutions,1998,Company - Private,200,8
2181,Xilinx,1984,Company - Public,10000,11
2182,F5 Networks,1996,Company - Public,10000,11
2183,Western Digital,1970,Company - Public,10000,11
2184,Houzz,2009,Company - Private,5000,3
2185,"CLARA analytics, Inc.",2016,Company - Private,50,11
2186,Khan Academy,2007,Nonprofit Organization,200,48
2187,Caffeine,2016,Company - Private,200,3
2188,Cohesity,2013,Company - Private,5000,11
2189,realtor.com,1993,Company - Private,5000,3
2190,Atlassian,2002,Company - Public,5000,11
2191,Akamai,1998,Company - Public,10000,15
2192,Strivr,2015,Company - Private,200,11
2193,Rockwell Automation,1903,Company - Public,10000,36
2194,DeepMap,2016,Company - Private,200,11
2195,DataStax,2010,Company - Private,1000,11
2196,Nevro,2006,Company - Public,1000,29
2197,Yochana IT Solutions,2009,Company - Private,500,12
2198,Taos,1989,Company - Private,1000,15
2199,Mercari,2013,Company - Private,5000,3
2200,SciPlay,1998,Company - Public,500,25
2201,Sysco Labs,2011,Company - Private,500,11
2202,Blackbaud,1981,Company - Public,5000,11
2203,Flex,1969,Company - Public,10000,64
2204,Abrigo,2001,Company - Private,500,24
2205,AffiniPay,2005,Company - Private,200,51
